transport_id_bas,MobDr1to4_od30,MobDr1to6_od30,MobDr1to6_od10,MobDr1to6_od15,num,month_decision,amt_decision_w,amt_loan_w,dataloan_channel,age,id,transport_id,platform,income,debt,amountCents,risk,totalGMVAYear,costAYear,feesAyear,month,debtAYear,grossProfit,grossRate,netProfit,actualNetProfit,netProfitAfterCAP,beforeRiskamt,riskScore,afterRiskAmt,software_quota,ccrc_quota,bankflow_quota,com_quota,limit_before_loan,limit_debt,limit_after_loan,created,software,software_quota2,ccrc_income,ibs_income,comprehensive_income
213246,0,0,0,0,1,2017-11,5,4.9999,二维火,41,382,213246,2dfire,347309.028,0,200000,0.863518498,1570769.7,0,0,12,0,105367.3656,0.4,52683.68282,0.2,0.2,347309.028,0.863518498,287177.3762,347309.028,0,572635.7134,20000000,287177.3762,0,287177.3762,2017/11/24 4:41,2dfire,347309.028,0,572635.7134,200000
213976,0,0,0,0,1,2017-11,14,13.9729,管家婆,24,3724,213976,pgjp,261101.9664,214881.5279,107492.2351,0.981153701,19622363.36,18558822.26,0,12,429763.0558,80707.77373,0.048369197,40353.88687,0.024184598,0.025,261101.9664,0.981153701,322373.763,275315.3581,204248.3999,604082.232,10749223.51,322373.763,214881.5279,107492.2351,2018/4/19 16:49,pgjp,275315.3581,204248.3999,604082.232,107492.2351
213937,0,0,0,0,1,2017-11,4,4,二维火,27,407,213937,2dfire,63425.09875,48161.30163,18464.76644,0.928019758,461110.07,0,0,12,96322.60326,22960.63854,0.3,11480.31927,0.15,0.15,63425.09875,0.928019758,66626.06807,64281.37343,60000,67203.93171,1846476.644,66626.06807,48161.30163,18464.76644,2017/11/24 4:41,2dfire,64281.37343,60000,67203.93171,18464.76644
213350,0,0,0,0,1,2017-11,17.6,17.5675,管家婆,35,3714,213350,pgjp,118596.3587,15833.5,128497.6649,0.976056224,3481424.308,2832807.019,0,12,31667,54098.58688,0.186082973,27049.29344,0.093041486,0.075,118596.3587,0.976056224,144331.1649,133245.4484,60000,60048.63686,12849766.49,144331.1649,15833.5,128497.6649,2018/4/19 16:49,pgjp,133245.4484,60000,60048.63686,128497.6649
213849,0,0,0,0,1,2017-11,5,5,管家婆,36,3722,213849,pgjp,128673.4538,164860.1579,0,0.977285683,3378575.188,2752271.357,0,12,329720.3159,52060.08376,0.184281612,26030.04188,0.092140806,0.075,128673.4538,0.977285683,157143.3606,130841.8173,120000,90796.30886,0,157143.3606,164860.1579,-7716.797381,2018/4/19 16:49,pgjp,130841.8173,120000,90796.30886,0
213798,0,0,0,0,1,2017-11,18.3,16.1871,管家婆,41,3720,213798,pgjp,285752.6045,32294.225,321161.3617,0.981806345,6047549.906,5149434.003,0,12,64588.45,71285.6071,0.139474705,35642.80355,0.069737353,0.062763617,285752.6045,0.981806345,353455.5867,207190.7557,600000,171135.5655,32116136.17,353455.5867,32294.225,321161.3617,2018/4/19 16:49,pgjp,207190.7557,600000,171135.5655,321161.3617
213651,0,0,0,0,1,2017-11,10,10,管家婆,50,3717,213651,pgjp,167162.1532,362864.3813,0,0.959373358,4897547.614,3837714.338,0,12,725728.7626,87902.17689,0.216878455,43951.08845,0.108439227,0.075,167162.1532,0.959373358,193767.8441,171452.6915,150000,260688.7869,0,193767.8441,362864.3813,-169096.5372,2018/4/19 16:49,pgjp,171452.6915,150000,260688.7869,0
213594,0,0,0,0,1,2017-11,20,20,二维火,34,397,213594,2dfire,383303.8406,42418.07517,360329.7918,0.928094457,2364635,0,0,12,84836.15033,156885.0463,0.4,78442.52314,0.2,0.2,383303.8406,0.928094457,402747.867,434129.8008,180000,76060.79871,36032979.18,402747.867,42418.07517,360329.7918,2017/11/24 4:41,2dfire,434129.8008,180000,76060.79871,360329.7918
213412,0,0,0,0,1,2017-11,20,10,二维火,47,388,213412,2dfire,382227.7621,180239.6145,255162.229,0.953591217,1189753.8,0,0,12,360479.229,120692.3341,0.4,60346.16706,0.2,0.2,382227.7621,0.953591217,435401.8435,398284.7026,318000,139119.0107,25516222.9,435401.8435,180239.6145,255162.229,2017/11/24 4:41,2dfire,398284.7026,318000,139119.0107,255162.229
213513,0,0,0,0,1,2017-11,2,1.9999,二维火,23,392,213513,2dfire,46465.79009,19672.12891,31118.96788,0.940313221,256189.1,0,0,12,39344.25782,15661.35988,0.3,7830.679941,0.15,0.15,46465.79009,0.940313221,50791.09679,51682.48761,25599,11430.43243,3111896.788,50791.09679,19672.12891,31118.96788,2017/11/24 4:41,2dfire,51682.48761,25599,11430.43243,31118.96788
213195,0,0,0,0,1,2017-11,16.9,16.8945,管家婆,36,3712,213195,pgjp,295616.3245,237700.7411,133263.3648,0.986985682,5619534.729,4456832.514,0,12,475401.4822,82898.97737,0.17406374,41449.48869,0.08703187,0.075,295616.3245,0.986985682,370964.1059,235746.9382,535093.8698,456488.835,13326336.48,370964.1059,237700.7411,133263.3648,2018/4/19 16:49,pgjp,235746.9382,535093.8698,456488.835,133263.3648
213218,0,0,0,0,1,2017-11,20,20,二维火,45,379,213218,2dfire,273400.7689,68141.52297,227446.7075,0.936871236,1598945.2,0,0,12,136283.0459,106046.102,0.4,53023.05098,0.2,0.2,273400.7689,0.936871236,295588.2304,291495.7111,201021,131176.8613,22744670.75,295588.2304,68141.52297,227446.7075,2017/11/24 4:41,2dfire,291495.7111,201021,131176.8613,227446.7075
213068,0,0,0,0,1,2017-11,2,1.9999,二维火,23,374,213068,2dfire,7493.235268,2230.570315,5435.232464,0.920104742,42872.66,0,0,12,4461.140631,2161.585035,0.3,1080.792518,0.15,0.15,7493.235268,0.920104742,7665.802779,7116.544085,9000,4410.121,543523.2464,7665.802779,2230.570315,5435.232464,2017/11/24 4:41,2dfire,7116.544085,9000,4410.121,5435.232464
213193,0,0,0,0,1,2017-11,13.5,11,管家婆,30,3711,213193,pgjp,148343.2195,0,135625.6332,0.888731493,3512168.408,2914205.644,0,12,0,55325.93156,0.184614681,27662.96578,0.09230734,0.075,148343.2195,0.888731493,135625.6332,148343.2195,0,305915.4171,13562563.32,135625.6332,0,135625.6332,2018/4/19 16:49,pgjp,148343.2195,0,305915.4171,135625.6332
212377,0,0,0,0,1,2017-11,14,13.9729,管家婆,46,3704,212377,pgjp,105924.5173,17647.61667,108638.0688,0.968910589,3746406.827,3309165.486,0,12,35295.23333,37005.26824,0.116256734,18502.63412,0.058128367,0.05231553,105924.5173,0.968910589,126285.6854,109905.6467,90000,83148.87729,10863806.88,126285.6854,17647.61667,108638.0688,2018/4/19 16:49,pgjp,109905.6467,90000,83148.87729,108638.0688
213070,0,0,0,0,1,2017-11,4,3.9999,二维火,37,375,213070,2dfire,110271.9411,119915.7641,1876.783716,0.943598416,575886,0,0,12,239831.5282,33829.60235,0.3,16914.80118,0.15,0.15,110271.9411,0.943598416,121792.5478,91339.92635,186000,35143.34871,187678.3716,121792.5478,119915.7641,1876.783716,2017/11/24 4:41,2dfire,91339.92635,186000,35143.34871,1876.783716
213033,0,0,0,0,1,2017-11,4,3.9999,二维火,28,373,213033,2dfire,72808.95711,0,55427.93384,0.844599727,273361.34,0,0,12,0,26966.28041,0.3,13483.14021,0.15,0.15,72808.95711,0.844599727,55427.93384,72808.95711,0,59821.36629,5542793.384,55427.93384,0,55427.93384,2017/11/24 4:41,2dfire,72808.95711,0,59821.36629,55427.93384
212886,0,0,1,1,1,2017-11,6,5.9999,二维火,30,367,212886,2dfire,104997.9302,74037.71941,32535.09597,0.917788231,828461.52,0,0,12,148075.4388,40276.81955,0.3,20138.40978,0.15,0.15,104997.9302,0.917788231,106572.8154,108747.4128,90000,61245.95057,3253509.597,106572.8154,74037.71941,32535.09597,2017/11/24 4:41,2dfire,108747.4128,90000,61245.95057,32535.09597
212775,0,0,0,0,1,2017-11,8,7.9999,二维火,25,361,212775,2dfire,282210.3709,33738.637,266788.2767,0.932183806,2201280,0,0,12,67477.274,122512.3664,0.4,61256.18319,0.2,0.2,282210.3709,0.932183806,300526.9137,330783.3892,87918.2976,38598.50786,26678827.67,300526.9137,33738.637,266788.2767,2017/11/24 4:41,2dfire,330783.3892,87918.2976,38598.50786,266788.2767
212691,0,0,0,0,1,2017-11,16.5,16.5,管家婆,32,3707,212691,pgjp,246534.753,106849.925,177856.7012,0.958125089,3831012.135,2977085.334,0,12,213699.85,71661.12728,0.221727984,35830.56364,0.110863992,0.075,246534.753,0.958125089,284706.6262,158168.4412,600000,600982.707,17785670.12,284706.6262,106849.925,177856.7012,2018/4/19 16:49,pgjp,158168.4412,600000,600982.707,177856.7012
212553,0,0,0,0,1,2017-11,2,2,管家婆,28,3705,212553,pgjp,3617.91205,0,2773.62334,0.846145137,148835.4545,134495.69,0,7,0,1218.152205,0.093157759,609.0761027,0.046578879,0.041920991,3617.91205,0.846145137,2773.62334,3617.91205,0,25082.55643,277362.334,2773.62334,0,2773.62334,2018/4/19 16:49,pgjp,3617.91205,0,25082.55643,2773.62334
212579,0,0,0,0,1,2017-11,4,3.9999,二维火,30,354,212579,2dfire,106907.8095,3409.925541,109939.832,0.930843377,882811.6,0,0,12,6819.851082,37947.72328,0.3,18973.86164,0.15,0.15,106907.8095,0.930843377,113349.7575,118634.7619,60000,43270.94486,10993983.2,113349.7575,3409.925541,0,2017/11/24 4:41,2dfire,118634.7619,60000,43270.94486,109939.832
212273,0,0,0,0,1,2017-11,30,29.9999,管家婆,27,3703,212273,pgjp,438736.1677,9651.075,388195.5408,0.886577356,93478516.82,96272711.6,0,12,19302.15,931532.5812,0.120431403,465766.2906,0.060215702,0.054194131,438736.1677,0.886577356,397846.6158,2361431.53,6000,1304208.503,38819554.08,397846.6158,9651.075,0,2018/4/19 16:49,pgjp,2361431.53,6000,1304208.503,388195.5408
212452,0,0,0,0,1,2017-11,15,15,二维火,28,347,212452,2dfire,585136.3568,0,471372.1547,0.857377864,1743334.82,0,0,12,0,177314.0475,0.4,88657.02376,0.2,0.2,585136.3568,0.857377864,471372.1547,585136.3568,0,116587.227,47137215.47,471372.1547,0,0,2017/11/24 4:41,2dfire,585136.3568,0,116587.227,471372.1547
212275,0,0,0,0,1,2017-11,10,9.9999,二维火,26,340,212275,2dfire,44563.08754,141144.3359,0,0.931979602,267094.06,0,0,12,282288.6718,13396.20574,0.3,6698.102871,0.15,0.15,44563.08754,0.931979602,47423.85746,42203.85942,54000,84220.50343,0,47423.85746,141144.3359,0,2017/11/24 4:41,2dfire,42203.85942,54000,84220.50343,0
212186,0,0,0,0,1,2017-11,44.8,44.7999,管家婆,38,3700,212186,pgjp,618582.2614,175513.037,482994.3078,0.932079678,58772953.59,58291189.85,0,10,351026.0739,40897.53802,0.007925747,20448.76901,0.003962874,0.025,618582.2614,0.932079678,658507.3448,851414.1992,367955.6957,1119835.393,48299430.78,658507.3448,175513.037,0,2018/4/19 16:49,pgjp,851414.1992,367955.6957,1119835.393,482994.3078
212012,0,0,0,0,1,2017-11,2,2,二维火,35,333,212012,2dfire,53140.14441,25030.83978,32696.04161,0.9383598,376670.0946,0,0,12,50061.67955,15825.62984,0.25,7912.814919,0.125,0.125,53140.14441,0.9383598,57726.88139,51425.18052,60000,26125.82357,3269604.161,57726.88139,25030.83978,0,2017/11/24 4:41,2dfire,51425.18052,60000,26125.82357,32696.04161
212063,0,0,0,0,1,2017-11,25,24.9999,管家婆,45,3698,212063,pgjp,132768.8231,279874.5735,0,0.927123431,473010431.9,15264330.24,0,12,559749.147,260732.1196,0.007408957,130366.0598,0.003704479,0.025,132768.8231,0.927123431,139056.9177,4750848.933,101100,196106.4694,0,139056.9177,279874.5735,-140817.6558,2018/4/19 16:49,pgjp,4750848.933,101100,196106.4694,0
211974,0,0,0,0,1,2017-11,15,15,二维火,23,332,211974,2dfire,145985.5263,76620.8551,77091.34039,0.928729127,237691.0431,0,0,12,153241.7102,59422.76077,0.25,29711.38038,0.125,0.125,145985.5263,0.928729127,153712.1955,160441.4541,88161.81526,108108.387,7709134.039,153712.1955,76620.8551,0,2017/11/24 4:41,2dfire,160441.4541,88161.81526,108108.387,77091.34039
212067,0,1,1,1,1,2017-11,9.1,9.1,管家婆,53,3699,212067,pgjp,164023.3764,6514.333333,156609.9222,0.911880289,16444280.67,14489306.9,0,12,13028.66667,142025.0972,0.099367256,71012.54859,0.049683628,0.044715265,164023.3764,0.911880289,163124.2555,421814.5386,36000,420070.1293,15660992.22,163124.2555,6514.333333,0,2018/4/19 16:49,pgjp,421814.5386,36000,420070.1293,156609.9222
211654,0,0,0,0,1,2017-11,25,24.9999,管家婆,36,3693,211654,pgjp,361114.0101,86511.07492,350480.7696,0.974073523,10925323.33,8700700.322,0,12,173022.1498,144820.5764,0.15899771,72410.28822,0.079498855,0.07154897,361114.0101,0.974073523,436991.8446,392612.2441,235121.074,219507.4127,35048076.96,436991.8446,86511.07492,0,2018/4/19 16:49,pgjp,392612.2441,235121.074,219507.4127,350480.7696
211921,0,0,0,0,1,2017-11,15,15,管家婆,34,3696,211921,pgjp,302842.9376,206366.6351,118697.6228,0.934627613,9843831.784,8849942.121,0,9,412733.2702,77064.28094,0.089280087,38532.14047,0.044640044,0.040176039,302842.9376,0.934627613,325064.2579,228880.9144,349514.6589,209499.495,11869762.28,325064.2579,206366.6351,0,2018/4/19 16:49,pgjp,228880.9144,349514.6589,209499.495,118697.6228
211910,0,0,0,0,1,2017-11,6,5.9999,二维火,29,330,211910,2dfire,104440.7634,67557.86785,48578.82252,0.945765258,639028.3806,0,0,12,135115.7357,25601.9275,0.25,12800.96375,0.125,0.125,104440.7634,0.945765258,116136.6904,69125.20424,245703,125921.2011,4857882.252,116136.6904,67557.86785,0,2017/11/24 4:41,2dfire,69125.20424,245703,125921.2011,48578.82252
211851,0,0,0,0,1,2017-11,50,49.9999,二维火,25,326,211851,2dfire,788730.803,225993.7501,593364.3054,0.924662806,3761264.1,0,0,12,451987.5003,253307.1224,0.4,126653.5612,0.2,0.2,788730.803,0.924662806,819358.0556,835913.5038,600000,438566.8714,59336430.54,819358.0556,225993.7501,593364.3054,2017/11/24 4:41,2dfire,835913.5038,600000,438566.8714,593364.3054
211389,1,1,1,1,1,2017-11,18,18,二维火,39,316,211389,2dfire,154129.8458,112482.8151,61318.89971,0.950278403,852527.8977,0,0,12,224965.6302,29689.74345,0.25,14844.87172,0.125,0.125,154129.8458,0.950278403,173801.7148,80162.30731,450000,94202.80543,6131889.971,173801.7148,112482.8151,0,2017/11/24 4:41,2dfire,80162.30731,450000,94202.80543,61318.89971
211590,0,0,0,0,1,2017-11,8,7.9999,二维火,43,320,211590,2dfire,156876.4905,86139.54511,85610.44536,0.94081065,895279.5446,0,0,12,172279.0902,37573.42183,0.25,18786.71091,0.125,0.125,156876.4905,0.94081065,171749.9905,122968.3631,292509,35161.60586,8561044.536,171749.9905,86139.54511,0,2017/11/24 4:41,2dfire,122968.3631,292509,35161.60586,85610.44536
211472,0,0,0,0,1,2017-11,2,1.9999,二维火,37,317,211472,2dfire,21548.9344,0,16478.22215,0.845583219,232208.4154,0,0,12,0,7981.086813,0.25,3990.543407,0.125,0.125,21548.9344,0.845583219,16478.22215,21548.9344,0,30127.33071,1647822.215,16478.22215,0,0,2017/11/24 4:41,2dfire,21548.9344,0,30127.33071,16478.22215
211256,0,0,0,0,1,2017-11,2,2,管家婆,48,3687,211256,pgjp,9930.539799,0,9084.604927,0.888888889,685260.4545,632920.79,0,12,0,3343.616094,0.055938833,1671.808047,0.027969417,0.025172475,9930.539799,0.888888889,9084.604927,9930.539799,0,154031.0409,908460.4927,9084.604927,0,0,2018/4/19 16:49,pgjp,9930.539799,0,154031.0409,9084.604927
211485,0,0,1,1,1,2017-11,10,9.9999,管家婆,42,3690,211485,pgjp,175948.0658,0,156304.026,0.881255729,4447234.649,3511854.009,0,12,0,77874.8971,0.208945818,38937.44855,0.104472909,0.075,175948.0658,0.881255729,156304.026,175948.0658,0,133413.9514,15630402.6,156304.026,0,0,2018/4/19 16:49,pgjp,175948.0658,0,133413.9514,156304.026
211268,0,0,0,0,1,2017-11,10,9.9999,管家婆,38,3688,211268,pgjp,262442.6937,716411.6153,0,0.954310275,5974904.414,5574041.405,0,11,1432823.231,121759.8269,0.243102165,60879.91345,0.121551082,0.075,262442.6937,0.954310275,299606.9291,236950.8671,364410,75867.372,0,299606.9291,716411.6153,0,2018/4/19 16:49,pgjp,236950.8671,364410,75867.372,0
211418,0,0,0,0,1,2017-11,35.4,35.4,管家婆,42,3689,211418,pgjp,431000.248,444628.7358,82580.77859,0.977852854,10068550.07,7866368.961,0,12,889257.4716,183876.3278,0.218493077,91938.1639,0.109246538,0.075,431000.248,0.977852854,527209.5144,388750.31,600000,605998.1456,8258077.859,527209.5144,444628.7358,82580.77859,2018/4/19 16:49,pgjp,388750.31,600000,605998.1456,82580.77859
210961,0,0,0,0,1,2017-11,2,2,管家婆,32,3684,210961,pgjp,96081.77368,154041.092,0,0.952607169,690776.3917,665381.2289,0,12,308082.184,1900.404399,0.033747338,950.2021997,0.016873669,0.025,96081.77368,0.952607169,109120.5366,7602.217106,450000,42309.23743,0,109120.5366,154041.092,0,2018/4/19 16:49,pgjp,7602.217106,450000,42309.23743,0
211210,0,0,0,0,1,2017-11,25,25,管家婆,35,3686,211210,pgjp,574159.065,155752.0841,528036.2433,0.968540048,18159056.95,14050984.61,0,12,311504.1683,270797.1169,0.181217852,135398.5584,0.090608926,0.075,574159.065,0.968540048,683788.3274,605198.8312,450000,403378.3449,52803624.33,683788.3274,155752.0841,0,2018/4/19 16:49,pgjp,605198.8312,450000,403378.3449,528036.2433
210835,1,1,1,1,1,2017-11,5.4,4.561531,管家婆,53,3681,210835,pgjp,461257.7924,238103.0253,258357.6887,0.935476752,9791612.634,7983326.276,0,12,476206.0507,123304.2078,0.153915004,61652.10391,0.076957502,0.069261752,461257.7924,0.935476752,496460.714,299629.225,600000,183773.3771,25835768.87,496460.714,238103.0253,0,2018/4/19 16:49,pgjp,299629.225,600000,183773.3771,258357.6887
210937,0,0,0,0,1,2017-11,1.786,1.7783,管家婆,30,3683,210937,pgjp,118251.8581,22789.15028,104922.6459,0.936537948,678115.9666,610304.3699,0,7,45578.30055,6082.431867,0.095994412,3041.215934,0.047997206,0.043197486,118251.8581,0.936537948,127711.7962,18064.82265,519000,36304.08563,10492264.59,127711.7962,22789.15028,0,2018/4/19 16:49,pgjp,18064.82265,519000,36304.08563,104922.6459
211046,0,0,0,0,1,2017-11,8,7.9999,二维火,25,307,211046,2dfire,251170.7894,94122.52317,191516.761,0.953047491,964423.5483,0,0,12,188245.0463,41155.29045,0.25,20577.64523,0.125,0.125,251170.7894,0.953047491,285639.2842,135812.4585,712604.1131,231919.3061,19151676.1,285639.2842,94122.52317,0,2017/11/24 4:41,2dfire,135812.4585,712604.1131,231919.3061,191516.761
210911,0,0,0,0,1,2017-11,19.7,12.388068,管家婆,32,3682,210911,pgjp,414896.0872,500757.5735,8806.968652,0.97928093,11265071.85,10732914.67,0,12,1001515.147,223848.3716,0.236472191,111924.1858,0.118236095,0.075,414896.0872,0.97928093,509564.5422,457216.6727,245613.745,431925.8617,880696.8652,509564.5422,500757.5735,0,2018/4/19 16:49,pgjp,457216.6727,245613.745,431925.8617,8806.968652
210900,0,0,0,0,1,2017-11,8.4,8.3783,二维火,31,303,210900,2dfire,81202.48564,43633.89473,45938.94237,0.943196151,402963.6246,0,0,12,87267.78945,17122.15365,0.25,8561.076825,0.125,0.125,81202.48564,0.943196151,89572.83709,56503.10705,180000,51027.05513,4593894.237,89572.83709,43633.89473,0,2017/11/24 4:41,2dfire,56503.10705,180000,51027.05513,45938.94237
210861,0,0,0,0,1,2017-11,4,3.9999,二维火,32,302,210861,2dfire,67964.73366,47215.27354,28492.72248,0.946326132,246670.2031,0,0,12,94430.54709,10417.12983,0.25,5208.564913,0.125,0.125,67964.73366,0.946326132,75707.99602,34376.52842,202317.5546,12140.46263,2849272.248,75707.99602,47215.27354,0,2017/11/24 4:41,2dfire,34376.52842,202317.5546,12140.46263,28492.72248
210534,0,0,0,0,1,2017-11,26.3,26.2999,管家婆,41,3678,210534,pgjp,345476.0109,169759.8201,191176.2365,0.926370187,29116440.91,27650255.74,0,12,339519.6402,91396.54526,0.036621818,45698.27263,0.018310909,0.025,345476.0109,0.926370187,360936.0566,411788.1269,349868.4059,336691.221,19117623.65,360936.0566,169759.8201,0,2018/4/19 16:49,pgjp,411788.1269,349868.4059,336691.221,191176.2365
210521,1,1,1,1,1,2017-11,20,20,管家婆,33,3677,210521,pgjp,325463.4392,1346883.753,0,0.952412965,9284984.909,8341590.603,0,7,2693767.507,81051.86193,0.09713261,40525.93097,0.048566305,0.043709675,325463.4392,0.952412965,369411.2923,240724.0299,664421.0762,643580.8093,0,369411.2923,1346883.753,0,2018/4/19 16:49,pgjp,240724.0299,664421.0762,643580.8093,0
209278,0,0,0,0,1,2017-11,30,29.9999,管家婆,43,3594,209278,pgjp,371261.8907,388386.9091,0,0.920595205,9432044.909,8692751.06,0,12,776773.8182,129365.5393,0.166815726,64682.76965,0.083407863,0.075,371261.8907,0.920595205,380443.2131,314077.3633,600000,148883.3353,0,380443.2131,388386.9091,0,2018/4/19 16:49,pgjp,314077.3633,600000,148883.3353,0
208260,0,0,0,0,1,2017-11,3,2.9999,二维火,37,225,208260,2dfire,39972.4995,0,25437.7373,0.808571429,1155442.166,0,0,12,0,47967.47023,0.25,23983.73512,0.125,0.125,39972.4995,0.808571429,25437.7373,135362.735,0,39972.4995,2543773.73,25437.7373,0,0,2017/11/24 4:41,2dfire,135362.735,0,39972.4995,25437.7373
211544,0,0,0,0,1,2017-11,15,15,管家婆,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214109,0,0,0,0,1,2017-11,2,2,二维火,23,411,214109,twodfire_online,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2017/11/24 4:41,,,,,
212740,0,0,0,0,1,2017-11,25,25,管家婆,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209335,0,0,0,0,1,2017-11,30,29.9999,管家婆,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210302,0,0,0,0,1,2017-11,20,20,二维火,41,290,210302,twodfire_online,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2017/11/24 4:41,,,,,
212586,0,0,0,0,1,2017-11,5,4.9999,管家婆,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212943,0,0,0,0,1,2017-11,8,7.9999,管家婆,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213013,0,0,0,0,1,2017-11,25,24.9999,管家婆,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212439,0,0,0,0,1,2017-11,48.4,48.4,管家婆,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214434,0,0,0,0,1,2017-11,2,1.9999,二维火,31,421,214434,twodfire_online,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2017/11/24 4:41,,,,,
214432,0,0,1,1,1,2017-11,10,9.9999,管家婆,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214492,0,0,0,0,1,2017-11,25,5.9731,管家婆,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213880,0,0,0,0,1,2017-11,2.5,2.4999,二维火,37,405,213880,twodfire_online,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2017/11/24 4:41,,,,,
214192,0,0,1,1,1,2017-11,15,15,管家婆,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211745,0,0,0,0,1,2017-11,25,25,管家婆,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212056,0,0,0,0,1,2017-11,5,5,二维火,27,335,212056,twodfire_online,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2017/11/24 4:41,,,,,
219656,0,0,0,0,1,2017-12,20,20,管家婆,42,4098,219656,pgjp,167922.6346,415.9,194121.1592,0.959180437,12838550.46,11485907.82,0,12,831.8,40729.26001,0.038143112,20364.63,0.019071556,0.025,167922.6346,0.959180437,194537.0592,157403.2932,210000,495816.5113,19412115.92,194537.0592,415.9,194121.1592,2018/4/19 16:50,pgjp,157403.2932,210000,495816.5113,194121.1592
219408,0,0,0,0,1,2017-12,20,20,二维火,39,1327,219408,2dfire,332634.8884,35200.42124,341741.9257,0.951885042,1343162.36,0,0,12,70400.84249,91907.1547,0.4,45953.57735,0.2,0.2,332634.8884,0.951885042,376942.347,303293.6105,450000,145571.0914,34174192.57,376942.347,35200.42124,341741.9257,2017/12/27 4:40,2dfire,303293.6105,450000,145571.0914,341741.9257
218726,0,0,0,0,1,2017-12,6,5.9999,二维火,35,1283,218726,2dfire,139766.5694,100597.6195,60618.59106,0.957731041,488943.2,0,0,12,201195.2389,25063.01871,0.3,12531.50935,0.15,0.15,139766.5694,0.957731041,161216.2105,82707.96173,368001,93868.71857,6061859.106,161216.2105,100597.6195,60618.59106,2017/12/23 4:40,2dfire,82707.96173,368001,93868.71857,60618.59106
219292,0,0,1,1,1,2017-12,2,1.9999,二维火,33,1322,219292,2dfire,55048.4601,47762.11248,11354.71167,0.934780328,105122.52,0,0,12,95524.22495,10624.41671,0.3,5312.208353,0.15,0.15,55048.4601,0.934780328,59116.82415,35060.57513,135000,31927.959,1135471.167,59116.82415,47762.11248,11354.71167,2017/12/27 4:40,2dfire,35060.57513,135000,31927.959,11354.71167
219247,0,0,0,0,1,2017-12,8.9,8.8918,管家婆,44,4092,219247,pgjp,65917.6324,5210.638339,66818.92497,0.940207902,2938854.727,2620018.8,0,7,10421.27668,25217.85875,0.09695721,12608.92938,0.048478605,0.043630745,65917.6324,0.940207902,72029.56331,74897.0405,30000,56469.963,6681892.497,72029.56331,5210.638339,66818.92497,2018/4/19 16:50,pgjp,74897.0405,30000,56469.963,66818.92497
219331,0,0,0,0,1,2017-12,5,5,管家婆,51,4093,219331,pgjp,94020.8497,321690.409,0,0.979405627,1072707.865,867152.0483,0,12,643380.8181,16706.9289,0.18580071,8353.464448,0.092900355,0.075,94020.8497,0.979405627,115514.5965,42526.06212,300000,215369.5813,0,115514.5965,321690.409,-206175.8125,2018/4/19 16:50,pgjp,42526.06212,300000,215369.5813,0
219279,0,0,0,0,1,2017-12,20,20,二维火,28,1321,219279,2dfire,418738.6443,16723.62806,412573.0183,0.920734757,3012844.15,0,0,12,33447.25612,202533.1201,0.4,101266.56,0.2,0.2,418738.6443,0.920734757,429296.6463,668359.2963,600000,56215.93286,41257301.83,429296.6463,16723.62806,412573.0183,2017/12/27 4:40,2dfire,668359.2963,600000,56215.93286,412573.0183
219063,0,0,0,0,1,2017-12,5,4.9999,管家婆,49,4086,219063,pgjp,62699.08607,89951.86068,0,0.979443541,980862.6228,788114.7741,0,12,179903.7214,16118.77213,0.19499639,8059.386067,0.097498195,0.075,62699.08607,0.979443541,77040.72502,40873.85759,150000,167373.5683,0,77040.72502,89951.86068,-12911.13566,2018/4/19 16:50,pgjp,40873.85759,150000,167373.5683,0
219184,0,0,0,0,1,2017-12,8,7.9999,二维火,48,1319,219184,2dfire,364162.0247,380261.6556,40093.77621,0.957973694,1882456,0,0,12,760523.3111,124149.0855,0.4,62074.54275,0.2,0.2,364162.0247,0.957973694,420355.4318,335202.5308,480000,369826.0423,4009377.621,420355.4318,380261.6556,40093.77621,2017/12/26 4:40,2dfire,335202.5308,480000,369826.0423,40093.77621
